Time,P_load3,P_load4,const_0V,delta1,delta2,delta3,delta4,factor1,factor2,factor3,factor4,sigma1,sigma2,sigma3,sigma4
2.9852,114.63648,115.2275,0.0,2.7102864,10.127205,1.4221959,10.144445,7.0529103,0.0,9.050324,0.0,9.763196,10.127205,10.472521,10.144445
2.9854,114.499596,115.10885,0.0,22.578651,8.999235,5.385671,3.897669,4.2482743,1.4971808,0.0,9.224128,18.330378,10.496415,5.385671,13.121797
2.9856,114.465515,114.89068,0.0,23.93002,2.0075946,8.91071,16.602037,0.38261944,13.0578,0.0,0.80125904,23.5474,15.065394,8.91071,17.403296
2.9858,114.65381,114.76671,0.0,16.206448,4.160981,1.7756778,23.881372,5.3469825,7.0120935,11.730632,0.0,21.55343,11.173075,13.5063095,23.881372
2.986,114.88562,114.86498,0.0,6.0178633,1.7005618,4.007539,18.068035,6.373176,2.5261302,5.921946,0.0,12.39104,4.226692,9.929484,18.068035
2.9862,114.988434,115.10992,0.0,3.8705165,1.7641169,2.102587,1.9822395,1.971403,0.0,0.09728935,0.2679339,1.8991137,1.7641169,2.1998763,2.2501733
2.9864,114.986,115.34221,0.0,13.27777,3.2810502,1.3721086,14.129461,2.8543484,3.553762,3.4998634,0.0,16.132118,6.834812,4.871972,14.129461
2.9866,114.92176,115.44844,0.0,21.464708,3.5516894,1.3760923,24.050259,4.929953,8.1112385,8.0305395,0.0,26.394663,11.662928,9.406632,24.050259
2.9868,114.81608,115.41439,0.0,24.126554,0.65471715,2.0532515,25.564905,4.298662,13.6319475,9.422476,0.0,28.425217,14.286665,11.475727,25.564905
2.987,114.72041,115.25156,0.0,0.85101694,13.5619135,7.6983767,8.131596,9.92519,0.0,3.2219162,0.0,10.776207,13.5619135,10.920293,8.131596
2.9872,114.56697,115.00451,0.0,15.978224,9.604764,1.8386223,8.409802,0.20175575,0.0,0.0,0.0,16.17998,9.604764,1.8386223,8.409802
2.9874,114.426544,114.82825,0.0,18.115696,3.1857545,7.3792467,14.121651,0.18744406,8.791292,0.39504752,0.0,18.30314,11.977047,7.7742944,14.121651
2.9876,114.48558,114.75149,0.0,13.201787,4.23014,4.157517,15.663891,2.402368,5.1654277,5.2793365,0.0,15.604156,9.395568,9.436853,15.663891
2.9878,114.70131,114.79975,0.0,0.9887406,2.7681465,3.3461173,12.123255,6.296582,0.0,4.323075,0.0,7.2853227,2.7681465,7.669192,12.123255
2.988,114.86136,114.97467,0.0,11.244916,1.3126004,6.55372,0.3947747,3.7376127,4.9670115,0.0,7.314433,7.507303,6.279612,6.55372,7.7092075
2.9882,114.88924,115.17977,0.0,20.723354,0.14680314,5.9414797,14.601195,0.1016304,12.216666,0.2415745,0.0,20.824986,12.363469,6.1830544,14.601195
2.9884,114.81227,115.293884,0.0,24.591135,1.2558262,3.2279434,23.09561,3.0192583,13.143518,6.626426,0.0,27.610394,14.399344,9.85437,23.09561
2.9886,114.67653,115.274895,0.0,8.000307,9.658623,0.63447374,6.735842,0.41198394,0.0,8.191082,0.0,7.5883236,9.658623,8.825556,6.735842
2.9888,114.525925,115.12285,0.0,38.93416,12.045608,8.400032,14.0391245,4.3692126,7.2437363,0.0,9.489462,34.564945,19.289345,8.400032,23.528587
2.989,114.49997,114.901855,0.0,47.301727,4.15047,12.597994,29.279142,1.1338729,22.87405,0.0,2.4552712,46.167854,27.024519,12.597994,31.734413
2.9892,114.71312,114.79963,0.0,38.357586,3.482898,9.466117,36.239777,3.971894,20.787142,8.746964,0.0,42.32948,24.270039,18.213081,36.239777
2.9894,115.068214,114.935455,0.0,26.366096,2.0466988,0.301861,30.729445,6.2390575,13.152488,13.080888,0.0,32.605152,15.199186,13.382749,30.729445
2.9896,115.30358,115.26653,0.0,11.607376,0.7410891,0.7129274,12.218082,2.103546,6.037693,4.620279,0.0,13.710921,6.7787824,5.333206,12.218082
2.9898,115.39006,115.59441,0.0,1.9472239,3.5928907,5.5753517,7.3224225,3.417686,0.0,0.0,0.0,5.3649096,3.5928907,5.5753517,7.3224225
2.99,115.398926,115.803085,0.0,11.466577,2.9544399,5.4991884,20.27924,6.3532147,2.9050114,2.8720388,0.0,17.819792,5.8594513,8.371227,20.27924
2.9902,115.35373,115.86859,0.0,20.5626,4.1646395,3.7203805,26.411982,6.461819,6.752442,6.6797767,0.0,27.024418,10.917082,10.400157,26.411982
2.9904,115.25307,115.79399,0.0,26.71878,2.4675868,1.2882383,27.30174,4.5810547,12.720642,10.037132,0.0,31.299837,15.188229,11.32537,27.30174
2.9906,115.148926,115.59811,0.0,31.998758,2.210632,10.373196,24.079596,0.553129,17.721558,1.2545401,0.0,32.551888,19.932188,11.627736,24.079596
2.9908,114.9502,115.3109,0.0,34.200146,0.52703005,13.366705,18.541004,2.5969896,20.230667,0.0,5.769163,31.603157,20.757698,13.366705,24.310167
2.991,114.63281,115.055725,0.0,2.2029197,9.323231,8.307456,1.888869,3.5574834,0.0,0.0,2.965988,5.760403,9.323231,8.307456,4.854857
2.9912,114.28616,114.8672,0.0,26.766035,7.5628834,6.0763235,10.352992,2.7892964,5.951099,0.0,6.0526104,23.97674,13.513982,6.0763235,16.405603
2.9914,114.1707,114.688545,0.0,31.882593,1.9242934,12.993128,18.803337,1.9742064,17.901182,0.0,4.2768507,29.908386,19.825476,12.993128,23.080187
2.9916,114.32753,114.55089,0.0,23.638824,3.8140204,5.7898426,25.190058,3.5279405,11.7325325,7.76289,0.0,27.166765,15.546553,13.552732,25.190058
2.9918,114.623344,114.605415,0.0,10.837188,2.569475,5.9923754,21.091297,6.881196,3.1207845,3.0775638,0.0,17.718384,5.6902595,9.06994,21.091297
2.992,114.8044,114.87577,0.0,5.502988,0.28714737,5.079804,3.2182472,3.3410034,2.8756003,0.0,0.77195424,2.1619844,3.1627476,5.079804,3.9902015
2.9922,114.864494,115.160255,0.0,20.353666,5.8823967,0.58234394,15.28234,1.4439178,4.337107,3.1544578,0.0,21.797585,10.219503,3.7368019,15.28234
2.9924,114.84984,115.32977,0.0,30.208078,6.994669,0.22888231,26.591917,3.761182,8.769905,8.223758,0.0,33.96926,15.764574,8.45264,26.591917
2.9926,114.77783,115.36271,0.0,29.2389,2.8207414,6.423972,29.264025,3.8103452,15.70336,8.353782,0.0,33.049244,18.524101,14.777754,29.264025
2.9928,114.61872,115.26058,0.0,7.318019,11.291487,5.927368,16.139929,6.57442,0.0,7.652499,0.0,13.892439,11.291487,13.579867,16.139929
2.993,114.41944,115.03473,0.0,10.484433,7.54031,0.6802354,0.12327444,2.3777246,0.0,3.8652775,4.8668656,8.106709,7.54031,4.545513,4.99014
2.9932,114.399536,114.75652,0.0,10.136659,2.9137712,1.6612786,14.457069,3.0440998,4.1711836,6.6602936,0.0,13.180758,7.0849547,8.321572,14.457069
2.9934,114.499825,114.636,0.0,3.8228047,6.982386,1.3640777,18.713415,8.895138,0.0,11.629387,0.0,12.717942,6.982386,12.993464,18.713415
2.9936,114.61713,114.710495,0.0,3.6844482,6.034556,3.5617702,11.911038,4.8561254,0.0,5.9207063,0.0,8.540573,6.034556,9.482476,11.911038
2.9938,114.647224,114.87155,0.0,10.108051,3.6143553,3.0337245,1.1226716,2.261765,1.2020832,0.0,4.8945665,7.8462863,4.8164387,3.0337245,6.017238
2.994,114.61068,115.00007,0.0,17.732555,3.01992,2.1222634,13.470849,1.0239322,6.578241,2.2602792,0.0,18.756487,9.598161,4.3825426,13.470849
2.9942,114.51359,115.01213,0.0,16.925077,1.5465808,3.586776,16.990088,2.2476804,9.146918,4.9459634,0.0,19.172758,10.6935,8.53274,16.990088
2.9944,114.34784,114.901215,0.0,0.36627415,9.912762,3.828504,9.007883,8.9861765,0.0,5.7990828,0.0,9.35245,9.912762,9.627586,9.007883
2.9946,114.22214,114.7398,0.0,3.343646,3.7951546,0.06314197,1.8809949,0.73092926,0.0,3.0312443,0.0,2.612717,3.7951546,3.094386,1.8809949
2.9948,114.20671,114.61514,0.0,3.6331177,4.7129955,0.8733591,1.333053,0.8724706,0.0,2.370269,0.0,2.760647,4.7129955,3.243628,1.333053
2.995,114.3199,114.562584,0.0,14.107934,6.3635774,5.01384,1.9461689,4.6195216,0.0,0.07516104,6.182901,9.488412,6.3635774,5.089001,8.129069
2.9952,114.404335,114.62629,0.0,5.2689137,3.7614844,8.937031,4.240737,4.4291263,0.73784626,0.0,1.1551431,0.8397873,4.4993305,8.937031,5.39588
2.9954,114.37618,114.75632,0.0,20.577019,11.721134,1.3916702,9.820567,0.26474345,0.0,0.60338914,0.6218396,20.312275,11.721134,1.9950594,10.442407
2.9956,114.3049,114.8541,0.0,30.59549,3.922096,11.668442,10.238147,4.6837897,13.135399,0.0,10.233583,25.911701,17.057495,11.668442,20.47173
2.9958,114.37186,114.83061,0.0,28.108505,1.1623728,12.212595,14.249411,2.7709582,16.153294,0.0,6.0364876,25.337547,17.315666,12.212595,20.285898
2.996,114.656456,114.77743,0.0,17.028137,1.4070034,0.11453494,19.510344,3.8656151,8.382484,8.287352,0.0,20.893753,9.789488,8.401887,19.510344
2.9962,114.94365,114.92133,0.0,0.09944388,2.4970691,4.3160973,12.333792,7.090086,0.0,3.3829916,0.0,7.18953,2.4970691,7.699089,12.333792
2.9964,115.0807,115.18016,0.0,11.309227,3.1897047,3.420254,2.6545694,2.010177,2.4961696,0.0,4.322388,9.29905,5.6858745,3.420254,6.976958
2.9966,115.09525,115.411255,0.0,17.5871,0.11009629,2.825743,17.08352,2.2853613,10.473575,5.0047684,0.0,19.872461,10.583671,7.830511,17.08352
2.9968,115.023315,115.51981,0.0,26.16653,4.187151,0.040437836,26.338482,4.548453,10.101864,9.955969,0.0,30.714983,14.289015,9.996407,26.338482
2.997,114.90426,115.48826,0.0,20.910326,0.3665469,1.3492275,23.371729,4.2565713,12.120509,9.331056,0.0,25.166899,12.487056,10.680284,23.371729
2.9972,114.76043,115.32393,0.0,5.605771,9.993196,2.109923,4.8901744,1.4350401,0.0,5.7847285,0.0,7.040811,9.993196,7.8946514,4.8901744
2.9974,114.60862,115.05757,0.0,18.971699,5.517697,2.3391109,10.822549,0.30432737,4.009611,0.0,0.6019904,18.66737,9.527308,2.3391109,11.424539
2.9976,114.541565,114.84058,0.0,18.66452,2.59239,5.121886,18.23105,2.0556931,9.531571,4.484269,0.0,20.720213,12.123961,9.606155,18.23105
2.9978,114.60862,114.78156,0.0,12.555623,1.4504055,0.8797157,16.715403,3.5576925,6.6278586,7.769283,0.0,16.113316,8.078264,8.648998,16.715403
2.998,114.700874,114.867134,0.0,0.11108068,3.8026488,0.30577374,6.933434,5.156801,0.0,5.220647,0.0,5.267882,3.8026488,5.5264206,6.933434
2.9982,114.73435,114.99593,0.0,11.302145,4.026016,1.0620608,5.715289,0.38278744,1.3600062,0.0,0.818625,10.919358,5.3860226,1.0620608,6.533914
2.9984,114.67799,115.05075,0.0,20.156725,2.9268222,2.5733428,15.753685,1.3076138,8.147642,2.886855,0.0,21.46434,11.074464,5.4601974,15.753685
2.9986,114.5259,115.00218,0.0,21.720871,2.131484,5.3612843,20.614038,2.294735,11.635805,5.0700703,0.0,24.015606,13.767289,10.4313545,20.614038
2.9988,114.30748,114.878685,0.0,0.11050006,9.508685,2.7567182,9.858043,9.3848295,0.0,7.111366,0.0,9.49533,9.508685,9.868084,9.858043
2.999,114.145035,114.71741,0.0,18.4842,6.815846,4.3310027,4.2048297,3.0766659,1.960286,0.0,6.6800957,15.407533,8.776132,4.3310027,10.884925
2.9992,114.16777,114.585754,0.0,18.685932,1.203659,6.2901335,13.649341,0.089279346,10.443963,0.2295567,0.0,18.775211,11.647622,6.51969,13.649341
2.9994,114.373795,114.55385,0.0,11.542351,0.12932548,1.1856064,17.111378,4.311162,6.871459,7.0743995,0.0,15.853513,7.0007844,8.260006,17.111378
2.9996,114.51499,114.66039,0.0,1.0041876,2.93927,1.8334439,9.570927,5.157535,0.0,4.5957694,0.0,6.1617227,2.93927,6.429213,9.570927
2.9998,114.55643,114.84097,0.0,6.4321423,1.0562646,1.4037405,3.7260547,0.19364433,2.42008,0.0,0.39121798,6.2384977,3.4763446,1.4037405,4.117273
3.0,114.513725,114.94616,0.0,15.989274,4.901058,1.1169593,14.424211,2.3615725,3.0156696,2.943428,0.0,18.350847,7.9167275,4.060387,14.424211
3.0002,114.489456,114.93713,0.0,19.544666,0.39240497,4.138338,16.261776,1.3249344,11.235911,2.9092946,0.0,20.8696,11.628316,7.0476327,16.261776
3.0004,114.4138,114.855095,0.0,3.6641593,10.2158785,5.0675726,2.114427,2.2508867,0.0,1.3284473,0.0,5.915046,10.2158785,6.39602,2.114427
3.0006,114.276985,114.77516,0.0,25.35138,11.322405,2.6351008,8.871457,2.4084113,0.054111704,0.00920864,5.248557,22.942968,11.376516,2.6443095,14.120014
3.0008,114.308174,114.74455,0.0,24.262808,0.6990823,9.384844,13.94753,1.5383661,14.125949,0.0,3.3633983,22.724442,14.825031,9.384844,17.310928
3.001,114.48379,114.72044,0.0,17.348345,1.9394133,4.1345754,17.213953,2.1309128,9.164403,4.704449,0.0,19.479258,11.103816,8.839025,17.213953
3.0012,114.75794,114.81656,0.0,4.1047897,2.6825738,2.3124082,13.914631,4.8668694,0.7181037,6.0452633,0.0,8.97166,3.4006774,8.357672,13.914631
3.0014,114.93503,115.02163,0.0,7.1701627,2.4872363,4.0080295,2.551127,3.2317674,0.9547382,0.0,1.8886745,3.9383955,3.4419746,4.0080295,4.439801
3.0016,114.99045,115.253685,0.0,16.015541,2.7052228,2.2800782,11.594022,0.6270185,5.9799056,1.3760945,0.0,16.642561,8.685128,3.6561728,11.594022
3.0018,114.95698,115.39588,0.0,23.177273,2.8649597,1.4381742,21.989494,3.2527347,10.069648,7.1226263,0.0,26.430008,12.9346075,8.560801,21.989494
3.002,114.85874,115.40733,0.0,18.735657,1.4741501,2.3789878,21.598312,3.8418803,10.317964,8.424275,0.0,22.577538,11.792114,10.803263,21.598312
3.0022,114.70438,115.28693,0.0,2.6297398,8.202121,0.9343738,8.0220375,5.194791,0.0,7.515627,0.0,7.8245306,8.202121,8.450001,8.0220375
3.0024,114.58957,115.05583,0.0,11.846012,4.150854,1.495593,5.6158185,0.63632494,1.5646696,0.0,1.3296033,11.209686,5.7155237,1.495593,6.9454217
3.0026,114.55723,114.857605,0.0,11.008892,0.7377079,0.23943768,12.524238,2.4022346,5.66444,5.2286077,0.0,13.411127,6.402148,5.468045,12.524238
3.0028,114.58146,114.807884,0.0,2.496333,3.8841002,0.027770625,9.462953,4.1531672,0.0,6.6842213,0.0,6.6495004,3.8841002,6.711992,9.462953
3.003,114.5947,114.85211,0.0,6.735452,4.447188,1.0795975,0.8144974,1.9103699,0.0,2.0172915,2.526358,4.8250823,4.447188,3.096889,3.3408554
3.0032,114.61822,114.91223,0.0,15.105476,0.9042087,6.302796,8.465053,1.1146269,8.436384,0.0,2.4262505,13.9908495,9.340593,6.302796,10.891303
3.0034,114.54428,114.963806,0.0,21.070927,0.8480832,5.777547,16.97135,0.95886874,12.0997505,2.1346843,0.0,22.029795,12.947833,7.9122314,16.97135
3.0036,114.38369,114.92651,0.0,2.7804778,7.1000547,0.80465204,6.467702,3.723437,0.0,6.280973,0.0,6.503915,7.1000547,7.0856247,6.467702
3.0038,114.218185,114.812584,0.0,29.571627,8.18389,7.7180285,9.640672,3.9573197,6.7904706,0.0,8.604889,25.614307,14.974361,7.7180285,18.245562
3.004,114.25976,114.67333,0.0,36.264664,5.3515797,8.009208,22.0748,0.7009185,14.63554,0.0,1.5229644,35.563744,19.98712,8.009208,23.597765
3.0042,114.51194,114.65937,0.0,25.047413,2.862738,5.3082256,26.186907,3.7168608,13.182344,8.193935,0.0,28.764273,16.045082,13.502161,26.186907
3.0044,114.81199,114.80908,0.0,12.851433,1.8086169,0.61826015,20.346296,5.174224,6.5527983,10.10627,0.0,18.025656,8.361415,10.724529,20.346296
3.0046,114.99814,115.08319,0.0,1.4730179,2.0114477,0.32435113,5.7756667,2.4525828,0.0,3.6524203,0.0,3.9256008,2.0114477,3.9767714,5.7756667
3.0048,115.06445,115.340996,0.0,8.125325,3.005624,2.041285,9.344719,2.2328277,0.82846266,0.7903326,0.0,10.358153,3.8340867,2.8316178,9.344719
3.005,115.0527,115.502014,0.0,14.608401,0.34310883,0.63366485,20.159428,4.737568,8.505875,9.088848,0.0,19.34597,8.848984,9.722513,20.159428
3.0052,114.9685,115.527954,0.0,22.491396,0.86586326,0.41599992,26.220436,5.209596,12.322254,11.404218,0.0,27.700993,13.188117,11.820217,26.220436
3.0054,114.81841,115.41948,0.0,29.481632,2.027276,3.177813,27.922974,3.8866346,14.976194,8.53623,0.0,33.368267,17.00347,11.714043,27.922974
3.0056,114.67865,115.19118,0.0,16.617516,5.430139,8.397473,13.725008,0.16056038,6.458527,0.40119204,0.0,16.778076,11.888666,8.798665,13.725008
3.0058,114.48257,114.901535,0.0,17.390253,12.84712,4.996255,11.018699,1.512122,0.0,0.0,0.0,18.902374,12.84712,4.996255,11.018699
3.006,114.31252,114.750084,0.0,32.685356,4.3604517,7.2624865,20.611141,0.35029334,13.789509,0.0,0.7611663,32.335064,18.14996,7.2624865,21.372307
3.0062,114.306244,114.66861,0.0,30.643642,6.8942747,13.562592,24.121243,0.2049709,13.87547,0.48537374,0.0,30.848612,20.769745,14.047965,24.121243
3.0064,114.54855,114.656685,0.0,22.609968,2.0337539,3.3015716,25.738337,4.4324656,12.296912,9.750173,0.0,27.042435,14.330667,13.0517435,25.738337
3.0066,114.89376,114.84027,0.0,7.2760816,1.6910169,5.5785847,17.13344,6.0510936,2.1526873,2.1080475,0.0,13.327175,3.8437045,7.686632,17.13344
3.0068,115.09813,115.161674,0.0,8.605671,0.5288315,4.7092786,1.1547459,2.258761,4.438973,0.0,4.847733,6.3469095,4.9678044,4.7092786,6.002479
3.007,115.16651,115.45581,0.0,21.993761,5.0801473,0.81041765,18.183891,2.1598246,6.3921247,4.713836,0.0,24.153585,11.472272,5.524254,18.183891
3.0072,115.15435,115.62677,0.0,28.245567,0.79392093,3.1179528,28.593565,4.388328,15.8931465,9.597835,0.0,32.633896,16.687067,12.715787,28.593565
3.0074,115.06771,115.65538,0.0,30.7745,0.73033607,3.7866437,30.681057,4.5196686,17.552588,9.9004345,0.0,35.29417,18.282925,13.6870775,30.681057
3.0076,114.9213,115.544235,0.0,4.16551,9.207986,3.5471826,13.378285,7.155495,0.0,7.757214,0.0,11.321005,9.207986,11.304397,13.378285
3.0078,114.736946,115.31016,0.0,18.753036,8.354927,2.418025,5.81938,2.1662967,0.06086112,0.0,4.656902,16.58674,8.415789,2.418025,10.476282
3.008,114.677086,115.006226,0.0,24.639595,3.0642962,2.7093067,21.310488,2.425291,10.727509,5.299925,0.0,27.064886,13.791805,8.009232,21.310488
3.0082,114.7331,114.87402,0.0,17.970015,4.25393,2.9744263,24.05159,4.822692,8.016437,10.546359,0.0,22.792707,12.270367,13.520784,24.05159
3.0084,114.82255,114.92593,0.0,9.735826,2.9765596,0.6042707,16.19286,4.006759,3.9403036,8.749799,0.0,13.742584,6.916863,9.35407,16.19286
3.0086,114.8321,115.03367,0.0,0.5160112,2.729026,1.0614884,3.1891859,2.4538386,0.0,1.9583379,0.0,2.9698496,2.729026,3.0198262,3.1891859
3.0088,114.78037,115.13344,0.0,8.920315,1.8736652,1.0509776,10.164228,2.2079182,2.8037996,2.7456994,0.0,11.128233,4.677465,3.7966769,10.164228
3.009,114.732216,115.1374,0.0,20.58173,2.2929947,2.2623007,17.893114,2.100701,9.242266,4.603251,0.0,22.68243,11.53526,6.8655515,17.893114
3.0092,114.636604,115.05764,0.0,31.05846,2.9820647,6.1464787,22.669117,0.99784684,14.632865,2.2282255,0.0,32.056305,17.614931,8.374704,22.669117
3.0094,114.432976,114.92376,0.0,17.342503,4.416651,6.8298693,16.089005,1.1850576,7.5813675,2.661011,0.0,18.52756,11.998018,9.49088,16.089005
3.0096,114.23413,114.79657,0.0,20.082632,14.424196,0.806558,3.8435748,2.557438,0.0,5.6344857,5.551439,17.525194,14.424196,6.441044,9.395014
3.0098,114.14942,114.67357,0.0,34.508053,5.4773803,9.235642,17.264616,2.3817997,13.384974,0.0,5.1875486,32.12625,18.862354,9.235642,22.452166
3.01,114.31706,114.61212,0.0,29.829151,3.998336,9.735417,25.622128,1.6670829,15.289674,3.7120614,0.0,31.496233,19.28801,13.447478,25.622128
3.0102,114.67521,114.679,0.0,20.220638,0.25865427,0.99793607,27.152542,6.2870426,11.845128,11.806699,0.0,26.50768,12.103783,12.804635,27.152542
3.0104,114.97319,114.943,0.0,7.084329,0.119829,3.3422718,15.105813,4.9082294,4.122025,4.066764,0.0,11.9925585,4.241854,7.4090357,15.105813
3.0106,115.1252,115.27108,0.0,5.9307246,4.4541664,0.9462768,2.2079039,0.23509137,0.0,0.53191435,0.44355515,5.6956334,4.4541664,1.4781911,2.651459
3.0108,115.18948,115.52059,0.0,13.157243,0.7364855,0.011198484,15.454706,3.1260006,6.882462,6.799772,0.0,16.283243,7.6189475,6.8109703,15.454706
3.011,115.17318,115.643524,0.0,20.759684,0.5349279,0.79803383,23.888065,4.604038,11.730844,10.067712,0.0,25.363722,12.265772,10.865746,23.888065
3.0112,115.08381,115.63069,0.0,27.834913,1.2255147,2.9096444,27.708696,4.1918755,15.066868,9.187371,0.0,32.026787,16.292381,12.097015,27.708696
3.0114,114.92878,115.48852,0.0,31.830162,4.499573,4.0025735,25.413782,2.2730606,13.123294,5.0162907,0.0,34.10322,17.622868,9.018864,25.413782
3.0116,114.71624,115.23359,0.0,7.0525517,5.6350455,5.7417226,6.966951,0.08625734,0.57780033,0.26099613,0.0,7.1388087,6.2128463,6.0027184,6.966951
3.0118,114.520294,114.93068,0.0,16.796087,9.51196,3.1562953,12.231472,1.7335562,0.0,0.0,0.0,18.529642,9.51196,3.1562953,12.231472
3.012,114.38096,114.75511,0.0,22.42722,2.5380821,3.7743561,17.275457,1.1673762,10.094044,2.5130608,0.0,23.594595,12.632126,6.287417,17.275457
3.0122,114.36941,114.69081,0.0,14.515202,6.67282,7.3219423,15.289678,1.3910435,4.3514223,3.0613585,0.0,15.906245,11.024242,10.383301,15.289678
3.0124,114.5376,114.709724,0.0,4.2155666,0.9479715,2.240314,11.240343,3.80441,1.9542283,3.8503544,0.0,8.019977,2.9021997,6.090668,11.240343
3.0126,114.634605,114.82669,0.0,8.423443,0.11081833,5.2198944,0.41510177,2.5814748,4.860328,0.0,5.596929,5.841968,4.9711466,5.2198944,6.012031
3.0128,114.636986,114.97058,0.0,22.121862,4.877746,2.9944215,14.451178,0.31392503,6.7372046,0.7072332,0.0,22.435787,11.614951,3.7016547,14.451178
3.013,114.55462,115.02752,0.0,27.654068,5.6586394,2.3222318,21.50525,1.95757,9.060472,4.309342,0.0,29.611639,14.7191105,6.6315737,21.50525
3.0132,114.41097,114.963875,0.0,0.41305405,9.829815,3.6432116,8.382959,8.533473,0.0,5.6470976,0.0,8.9465275,9.829815,9.290309,8.382959
3.0134,114.28911,114.815,0.0,23.413832,11.211491,1.7829261,8.318278,2.0593212,0.0,0.9598217,4.459799,21.35451,11.211491,2.7427478,12.778077
3.0136,114.279755,114.69424,0.0,26.875402,3.236761,6.265562,16.874664,0.3855607,11.818641,0.0,0.83909357,26.489841,15.055402,6.265562,17.713758
3.0138,114.459854,114.67156,0.0,16.463682,4.941866,4.8808703,19.56255,3.0714495,6.6516104,6.745168,0.0,19.535131,11.593476,11.626039,19.56255
3.014,114.68868,114.7584,0.0,7.68648,0.40451455,3.2072802,15.232473,4.793582,4.1122828,4.0858107,0.0,12.4800625,4.5167975,7.293091,15.232473
3.0142,114.82799,114.974236,0.0,3.5036793,0.2175491,3.3941753,1.7523302,2.0448122,1.9194323,0.0,0.8991397,1.4588668,2.1369815,3.3941753,2.65147
3.0144,114.852234,115.16843,0.0,15.182192,4.662614,0.2172598,12.165033,1.494657,2.8606374,2.8383048,0.0,16.67685,7.523251,3.0555646,12.165033
3.0146,114.80795,115.25232,0.0,24.018223,6.8614283,0.602078,20.486746,2.8944712,5.223914,5.1353226,0.0,26.912695,12.085342,5.7374005,20.486746
3.0148,114.712006,115.21285,0.0,24.255037,1.3021291,5.4628415,22.255478,2.3792434,13.691124,5.2288494,0.0,26.634281,14.993254,10.691691,22.255478
